大类代码	大类名称	中类代码	中类名称	小类代码	小类名称	细类代码	细类名称	说明
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030300	诊断设备	2030301	普通诊察器械	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030300	诊断设备	2030302	医用电子生理参数检测仪器设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030300	诊断设备	2030303	中医仪器及设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030300	诊断设备	2030304	医用射线防护用具及装置	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030300	诊断设备	2030399	其他诊断设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030400	消毒供应设备	2030401	消毒灭菌设备及器具	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030400	消毒供应设备	2030402	病房护理及通用设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030400	消毒供应设备	2030403	低温消毒和消毒剂溶液	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030400	消毒供应设备	2030404	假肢装置及材料	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030400	消毒供应设备	2030499	其他消毒供应设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030500	检验设备	2030501	采样装备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030500	检验设备	2030502	医用检验与生化分析仪器	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030500	检验设备	2030503	医用低温 、冷疗设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030500	检验设备	2030599	其他检验设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030601	喷雾器	包括手持、手提、背负式、手推式、担架式、喷杆式、风送式
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030602	喷烟机	常温烟/热烟
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030603	喷粉器	担架式/背负式
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030604	毒饵撒播机	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030605	病媒生物扑杀设备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030606	垃圾处理设备	包括垃圾箱、垃圾掩埋覆盖物品、垃圾焚烧炉等
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030607	敛尸袋	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030608	消毒及消杀药品	包括消毒剂、漂白剂
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030600	防疫卫生设备及药品	2030699	其他防疫卫生设备及药品	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030700	医用耗材	2030701	卫生材料及辅料	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030700	医用耗材	2030702	医用缝合材料及凝固材料	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030700	医用耗材	2030703	医用高分子制品	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030700	医用耗材	2030704	医用橡胶制品	包括医用手套
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030700	医用耗材	2030705	中医材料	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030700	医用耗材	2030799	其他医用耗材	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030801	抗微生物药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030802	抗寄生虫病药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030803	麻醉药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030804	镇痛 、解热 、抗炎 、抗风湿 、抗痛风药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030805	神经系统用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030806	治疗神经障碍药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030807	心血管系统用药	包括降血压药、升压药、强心药、抗心律失常药、抗心绞痛药、抗休克药等
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030808	呼吸系统药物	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030809	消化系统药物	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030810	泌尿系统药物	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030811	血液系统药物	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030812	激素及影响内分泌药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030813	抗变态反应药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030814	免疫系统用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030815	维生素 、矿物质类药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030816	调节水 、电解质及酸碱平衡药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030817	解毒药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030818	诊断用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030819	皮肤科用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030820	眼科用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030821	耳鼻喉用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030822	妇产科用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030823	儿科用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030824	中成药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030800	常用应急药品	2030899	其他常用应急药品	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030900	医疗模块化装备	2030901	组合式医疗单元	包括医疗方舱、组合医疗帐篷等
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030900	医疗模块化装备	2030902	医疗箱组	"具备防水功能,可空投"
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2030900	医疗模块化装备	2030999	其他医疗模块化装备	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2031000	兽医器械及兽用药	2031001	兽医器械	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2031000	兽医器械及兽用药	2031002	兽用药	
2000000	应急装备及配套物资	2030000	医疗及防疫设备及常用应急药品	2031000	兽医器械及兽用药	2031099	其他兽医器械及兽用药	
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040100	托盘			
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040200	应急机动车辆	2040201	客运车辆	包括大、中、小型客车等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040200	应急机动车辆	2040202	货运车辆	货车、半(全)挂车、自卸汽车、大型载重汽车等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040200	应急机动车辆	2040203	专用作业车辆	包括应急指挥车辆、多功能集成式救援装备工具车、移动式排水供电车、宿营车、气体化验车、野外生活保障车、灭火消防车、消防摩托车、高空作业车、洗消车、排烟车、照明车、除冰车等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040200	应急机动车辆	2040204	特殊地形车辆	包括越野车、沙漠车、摩托雪橇、雪上汽车、全地形车等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040200	应急机动车辆	2040299	其他应急机动车辆	
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040300	应急船舶设备	2040301	客运船舶	"包括大、中、小型客船,滚装客船等"
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040300	应急船舶设备	2040302	货运船舶	包括货船、拖船、驳船、补给船、汽车轮渡、登陆艇、沼泽水橇等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040300	应急船舶设备	2040303	工程(工作)船舶	包括破冰船、打桩船、救捞船、救生船(艇)、潜水工作船、环保船、巡逻艇、消防船、医疗船、橡皮船、气垫船等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040300	应急船舶设备	2040399	其他应急船舶设备	
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040400	应急航空设备	2040401	空投 、空中钩取 、回收成套装置及系统	包括降落伞、缓冲底盘、空飘投送系统等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040400	应急航空设备	2040402	无人机	
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040400	应急航空设备	2040499	其他应急航空设备	包括临时跑道
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040500	非机动车辆			包括自行车、三轮车、手推车、畜力车等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040600	应急通行辅助装备	2040601	临时性桥梁	包括浮桥、舟桥、吊桥钢梁桥、吊索桥、应急机动舟桥、应急装配式钢桥、应急机械化桥等
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040600	应急通行辅助装备	2040602	浮箱	
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040600	应急通行辅助装备	2040603	应急路面	
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040600	应急通行辅助装备	2040604	特殊地形通行辅助设备	包括沼泽地、沙漠、雪地、攀岩通行辅助设备
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2040600	应急通行辅助装备	2040699	其他应急通行辅助装备	
2000000	应急装备及配套物资	2040000	应急运输与专用作业交通设备	2050100	冲锋舟			
2000000	应急装备及配套物资	2050000	工程机械设备	2050200	破冰除雪设备及器材	2050201	推雪铲	
2000000	应急装备及配套物资	2050001	工程机械设备	2050200	破冰除雪设备及器材	2050202	除雪机	
2000000	应急装备及配套物资	2050002	工程机械设备	2050200	破冰除雪设备及器材	2050203	融雪剂撒播机	
2000000	应急装备及配套物资	2050003	工程机械设备	2050200	破冰除雪设备及器材	2050204	破冰机	包括高压线除冰设备
2000000	应急装备及配套物资	2050004	工程机械设备	2050200	破冰除雪设备及器材	2050205	冰雪消融机	
2000000	应急装备及配套物资	2050005	工程机械设备	2050200	破冰除雪设备及器材	2050299	其他破冰除雪设备及器材	
2000000	应急装备及配套物资	2050006	工程机械设备	2050300	挖掘推铲类设备	2050301	推土机	包括履带式/轮胎式/特殊用途推土机等
2000000	应急装备及配套物资	2050007	工程机械设备	2050300	挖掘推铲类设备	2050302	铲运机	包括自行式/拖式铲运机等
2000000	应急装备及配套物资	2050008	工程机械设备	2050300	挖掘推铲类设备	2050303	挖掘机	包括履带式/轮胎式/汽车式/步履式等
2000000	应急装备及配套物资	2050009	工程机械设备	2050300	挖掘推铲类设备	2050304	路面开凿机	
2000000	应急装备及配套物资	2050010	工程机械设备	2050300	挖掘推铲类设备	2050305	装载机	包括轮式/履带式等
2000000	应急装备及配套物资	2050011	工程机械设备	2050300	挖掘推铲类设备	2050399	其他挖掘推铲类设备	
2000000	应急装备及配套物资	2050012	工程机械设备	2050400	起重机械	2050402	起重机	包括桥式起重机、门式起重机、装卸桥、缆索起重机、门座起重机、塔式起重机、流动式起重机、悬臂起重机等
2000000	应急装备及配套物资	2050013	工程机械设备	2050400	起重机械	2050403	升降机	
2000000	应急装备及配套物资	2050014	工程机械设备	2050400	起重机械	2050499	其他起重机械	
2000000	应急装备及配套物资	2050015	工程机械设备	2050500	桩工堵口设备	2050501	桩头切割机	
2000000	应急装备及配套物资	2050016	工程机械设备	2050500	桩工堵口设备	2050502	抛石机	
2000000	应急装备及配套物资	2050017	工程机械设备	2050500	桩工堵口设备	2050599	其他桩工堵口设备	
2000000	应急装备及配套物资	2050018	工程机械设备	2050600	喷灌设备	2050601	喷灌机	
2000000	应急装备及配套物资	2050019	工程机械设备	2050600	喷灌设备	2050699	其他喷灌设备	
2000000	应急装备及配套物资	2050019	工程机械设备	2050700	机器人成套系统			包括旋翼飞行机器人、救援机器人、破拆机器人、消防机器人、排爆机器人、核生化侦察机器人、矿井作业机器人、水下作业机器人等
2000000	应急装备及配套物资	2050020	工程机械设备	2050800	疏堵清淤类设备	2050801	水下清淤设备	
2000000	应急装备及配套物资	2050021	工程机械设备	2050800	疏堵清淤类设备	2050802	两栖式清淤设备	
2000000	应急装备及配套物资	2050022	工程机械设备	2050800	疏堵清淤类设备	2050899	其他疏堵清淤类设备	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060100	电池	2060101	蓄电池及配套充电设备	"包括酸性蓄电池、碱性蓄电池、锂离子电池,含配套充电设备等"
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060100	电池	2060199	其他电池	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060200	应急发电设备	2060201	太阳能光伏	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060200	应急发电设备	2060202	移动电站	包括汽车电站、拖车电站、移动集装箱电站等
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060200	应急发电设备	2060203	发电机(组)	包括汽油发电机、柴油发电机组、燃油发电机组等
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060200	应急发电设备	2060204	配电设备及其他电工器材	含电线、电缆、配电箱(开关)、电线杆等
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060200	应急发电设备	2060299	其他应急发电设备	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060300	柴/汽油发动机			
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060400	电动机			
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060500	液压/气压动力设备	2060501	液压动力设备及配件	包括液压泵、液压阀、液压马达、液压缸及其液压附件
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060500	液压/气压动力设备	2060502	气压动力设备及配件	包括空气压缩机、气缸、气动马达及其气动元件
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060500	液压/气压动力设备	2060599	其他液压/气压动力设备	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060601	煤	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060602	煤油	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060603	柴油	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060604	汽油	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060605	天然气	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060606	液化石油气	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060607	酒精	
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060608	工业气源及配套设备	含乙炔发生器、工业氧气瓶等
2000000	应急装备及配套物资	2060000	能源动力设备及物资	2060600	燃料及气源	2060699	其他燃料及气源	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070100	佩戴式照明设备	2070101	佩戴式头灯	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070100	佩戴式照明设备	2070102	可佩戴身上照明设备	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070100	佩戴式照明设备	2070199	其他佩戴式照明设备	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070200	手持式照明设备	2070201	手电筒	包括手摇式手电筒、多功能手电筒
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070200	手持式照明设备	2070202	应急灯	包括巡检灯、探照灯等
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070200	手持式照明设备	2070203	潜水灯	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070200	手持式照明设备	2070299	其他手持式照明设备	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070300	移动式照明设备	2070301	移动式工作灯	包括充气应急照明灯等
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070300	移动式照明设备	2070302	照明线	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070300	移动式照明设备	2070303	充气式照明灯柱	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070300	移动式照明设备	2070304	方位灯	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070300	移动式照明设备	2070399	其他移动式照明设备	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070400	车载/船载照明设备	2070401	车载照明设备	包括车载探照灯、车载搜索照明灯等
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070400	车载/船载照明设备	2070402	船载照明设备	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070400	车载/船载照明设备	2070499	其他车载/船载照明设备	
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070500	非电照明用品			含照明弹、照明荧光棒等
2000000	应急装备及配套物资	2070000	应急照明设备及用品	2070600	灯具及配件			含灯泡、镇流器、灯座、启动器、接线板等
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080100	人员洗消器材及设备	2080101	集成式公众洗消站	"配有充、排气泵,洗消供水泵、排污泵、加热器、暖风发生器、温控仪、洗消喷淋器、洗消液均混罐、洗消喷枪、洗消帐篷、废水回收袋、洗消净水储水袋等设备"
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080100	人员洗消器材及设备	2080102	单人洗消设备	包括单人洗消帐篷
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080100	人员洗消器材及设备	2080103	个人洗消包	
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080100	人员洗消器材及设备	2080104	洗消器材	包括强酸碱洗消器、生化洗消装置、高压洗消泵、消防用快速洗消器等
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080100	人员洗消器材及设备	2080105	防护服清洗干燥设备	
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080100	人员洗消器材及设备	2080199	其他人员洗消器材及设备	
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080200	环境/设施类洗消器材及设备			
2000000	应急装备及配套物资	2080000	洗消器材及设备	2080300	洗消剂/粉类			包括强酸碱清洗剂、强氧化洗消粉、生化细菌洗消粉
2000000	应急装备及配套物资	2090000	后勤支援装备	2090100	办公设备和用品	2090101	办公设备	包括传真机、扫描仪、打印机、复印机、计算器、碎纸机、裁纸机、装订机、照相机、摄像机、望远镜等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090100	办公设备和用品	2090102	办公用品	包括各种笔、橡皮、文件夹、墨水、墨盒、尺子、复印纸、信纸、记录簿、公文表格等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090100	办公设备和用品	2090103	书籍 、地图及其他出版物	各种技术文件、图书、规章、手册、灾区地图等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090100	办公设备和用品	2090199	其他办公设备和用品	
2000000	应急装备及配套物资	2090000	后勤支援装备	2090200	水处理系统及设备	2090201	污水处理设备	包括医疗废水处理系统、生活污水处理设备等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090200	水处理系统及设备	2090202	净水设备	包括集装箱式应急水处理系统、车载式应急水处理设备、野外/家用/商用净水设备、便携式净水设备等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090200	水处理系统及设备	2090203	过滤设备	包括过滤机、过滤器、滤芯、滤筒等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090200	水处理系统及设备	2090204	水消毒设备	包括二氧化氯发生器、臭氧发生器、紫外线杀菌装置、加氯机等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090200	水处理系统及设备	2090205	软化除盐设备	包括海水淡化设备等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090200	水处理系统及设备	2090299	其他水处理系统及设备	
2000000	应急装备及配套物资	2090000	后勤支援装备	2090300	燃料储存设备			包括煤、油、气等燃料储存设备
2000000	应急装备及配套物资	2090000	后勤支援装备	2090400	物料搬运装备	2090401	散装物料搬运与输送装备	包括提升机、叉车、牵引车、拖车(船)、输送机械、货物滑梯等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090400	物料搬运装备	2090402	危害物船运集装箱	包括木质、钢制集装箱及特殊防护集装箱
2000000	应急装备及配套物资	2090000	后勤支援装备	2090400	物料搬运装备	2090403	仓储设备	包括仓储货架、堆垛机、仓储笼、物料分拣系统及设备等
2000000	应急装备及配套物资	2090000	后勤支援装备	2090400	物料搬运装备	2090404	包装器械	包括各种包装材料、包装容器、捆扎机、缠绕机等材料及设备
2000000	应急装备及配套物资	2090000	后勤支援装备	2090400	物料搬运装备	2090499	其他物料搬运装备	
2000000	应急装备及配套物资	2100000	非动力手工工具	2100100	通用手工工具			包括锯、锉、刨子、钳子及锹等常规/通用手工工具
2000000	应急装备及配套物资	2100000	非动力手工工具	2100200	特种工具			
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110101	灭火水斗	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110102	灭火机	"便携式/背负式,包括风力/药液/多功能森林灭火机"
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110103	灭火弹	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110104	灭火坦克	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110105	气体灭火系统	包括惰气(惰泡)灭火装备
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110106	消防炮	"手抬式/拖车式,包括消防水炮、干粉炮,水控摆动移动炮、小型快速攻击消防炮、无线遥控消防炮、大流量消防炮"
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110107	灭火器	包括二氧化碳/卤代烷/干粉/泡沫/清水/强化液灭火器、灭火棒等
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110108	消防枪	包括消防水枪、干粉枪、直流水枪等
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110109	A、B类比例混合器	包括泡沫液桶、泡沫枪
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110110	空气充填泵	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110111	水幕水带	车载水幕发生器、水幕屏障枪
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110112	消防水带	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110113	高倍数泡沫发生器	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110114	移动储水装置	移动水囊
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110115	移动式水带卷盘	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110116	扑火工具	包括2号、3号扑火工具、灭火毯
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110117	割灌机	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110118	点火器	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110119	灭火辅助器材工具	包括水泵结合器、消火栓扳手、分水器、集水器、水带接口、管牙接口、包布、护桥等
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110120	移动式细水雾灭火装置	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110121	气动式快速密闭喷涂机	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110100	灭火类设备	2110199	其他	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110200	爆炸物处置设备	2110201	爆炸物解体器(销毁器)	爆炸物销毁系统
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110201	爆炸物处置设备	2110202	导线切割器	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110202	爆炸物处置设备	2110203	排爆工具设备	包括排爆无磁工具组合、排爆绳钩组合、防爆罐(桶、球)、防爆毯、防爆围栏、排爆专用液氮冷冻处置设备等
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110203	爆炸物处置设备	2110204	无线遥控炸弹干扰系统	
2000000	应急装备及配套物资	2110000	灭火及爆炸物处置设备	2110204	爆炸物处置设备	2110299	其他灭火类设备	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120101	堵漏枪	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120102	堵漏套管	普通/防爆无火花
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120103	封管器	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120104	快速接管器	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120105	堵漏工具	"包括注入式/粘贴式/电磁式/柔性施压式/气动吸盘式/小孔堵漏工具,以及黏结剂/堵漏胶、堵漏袋、磁力堵漏带、快速密闭装置、下水/窨井堵漏器材等"
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120106	风障	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120107	船舶堵漏工具组	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120100	堵漏类器材	2120199	其他堵漏类器材	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120201	围油栏	"吸附性/非吸收性,包括固体浮子式橡胶围油栏、防火围油栏、固体浮子式PVC围油栏、通用型围油栏、快速布放围油栏、充气式橡胶围油栏等"
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120202	收油机	溢油回收装备
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120203	油拖网	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120204	吸附材料	"通用型/油类/化学品,包括工业吸油棉、吸油索、吸液索、吸油枕、吸液枕、吸油毡、吸油拖栏等"
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120205	凝油剂	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120206	溢油分散剂	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120207	溢油分散剂喷洒装置	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120208	油污类收集容器	
2000000	应急装备及配套物资	2120000	拦污封堵器材装备	2120200	拦污收集器材装备	2120209	危化品类收集容器	
