GBTCode	GBTCategoryText	GPCCode	GPCCategoryText
2010102	"应急装备及配套物资；个人防护装备；呼吸防护装备；负压式呼吸器；包括负压式空气/氧气呼吸器,配件,含配件,全面罩/半面罩；"	10005106	服装；防护服；防护服；呼吸防护产品-非动力；
2010102	"应急装备及配套物资；个人防护装备；呼吸防护装备；负压式呼吸器；包括负压式空气/氧气呼吸器,配件,含配件,全面罩/半面罩；"	10005105	服装；防护服；防护服；呼吸防护产品-动力；
2010102	"应急装备及配套物资；个人防护装备；呼吸防护装备；负压式呼吸器；包括负压式空气/氧气呼吸器,配件,含配件,全面罩/半面罩；"	10005386	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防烟面罩、呼吸器；
2010103	应急装备及配套物资；个人防护装备；呼吸防护装备；生氧面具；包括配件；	10005112	服装；防护服；防护服；面罩或保护装置；
2010104	应急装备及配套物资；个人防护装备；呼吸防护装备；长管呼吸器；包括配件；	10005386	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防烟面罩、呼吸器；
2010105	"应急装备及配套物资；个人防护装备；呼吸防护装备；送风过滤式呼吸器；包括配件,全面罩和送气头罩/半面罩/开放型面罩；"	10005386	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防烟面罩、呼吸器；
2010106	"应急装备及配套物资；个人防护装备；呼吸防护装备；自吸过滤式防毒面具；包括配件,全面罩/半面罩；"	10005386	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防烟面罩、呼吸器；
2010107	应急装备及配套物资；个人防护装备；呼吸防护装备；自救呼吸器；包括随弃式/可更换式；	10005106	服装；防护服；防护服；呼吸防护产品-非动力；
2010107	应急装备及配套物资；个人防护装备；呼吸防护装备；自救呼吸器；包括随弃式/可更换式；	10005105	服装；防护服；防护服；呼吸防护产品-动力；
2010108	应急装备及配套物资；个人防护装备；呼吸防护装备；水下呼吸器；	10005106	服装；防护服；防护服；呼吸防护产品-非动力；
2010108	应急装备及配套物资；个人防护装备；呼吸防护装备；水下呼吸器；	10005105	服装；防护服；防护服；呼吸防护产品-动力；
2010109	应急装备及配套物资；个人防护装备；呼吸防护装备；防尘口罩；包括消防用自救呼吸器、煤矿用自救呼吸器等及配件；	10005112	服装；防护服；防护服；面罩或保护装置；
2010109	应急装备及配套物资；个人防护装备；呼吸防护装备；防尘口罩；包括消防用自救呼吸器、煤矿用自救呼吸器等及配件；	10005386	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防烟面罩、呼吸器；
2010110	应急装备及配套物资；个人防护装备；呼吸防护装备；医用防护口罩；包括潜水供气系统、舱用吸氧面具等；	10005112	服装；防护服；防护服；面罩或保护装置；
2010110	应急装备及配套物资；个人防护装备；呼吸防护装备；医用防护口罩；包括潜水供气系统、舱用吸氧面具等；	10005386	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防烟面罩、呼吸器；
2010111	应急装备及配套物资；个人防护装备；呼吸防护装备；呼吸器检测仪；包括配件；	10005105	服装；防护服；防护服；呼吸防护产品-动力；
2010201	应急装备及配套物资；个人防护装备；躯体防护装备；全密封(封闭)防护服；包括气密型防护服和液密型防护服；	10001332	服装；服装；连身服装；防护服、紧身衣；
2010202	应急装备及配套物资；个人防护装备；躯体防护装备；化学品防护服；包括防强酸/强碱服、防化围裙等；	10001394	服装；防护服；防护服；全身防护服；
2010202	应急装备及配套物资；个人防护装备；躯体防护装备；化学品防护服；包括防强酸/强碱服、防化围裙等；	10001397	服装；防护服；防护服；下身防护服；
2010202	应急装备及配套物资；个人防护装备；躯体防护装备；化学品防护服；包括防强酸/强碱服、防化围裙等；	10001398	服装；防护服；防护服；上身防护服；
2010203	应急装备及配套物资；个人防护装备；躯体防护装备；放射性防护服；包括核辐射防护服、辐射屏蔽背心、X射线防护服等；	10001394	服装；防护服；防护服；全身防护服；
2010203	应急装备及配套物资；个人防护装备；躯体防护装备；放射性防护服；包括核辐射防护服、辐射屏蔽背心、X射线防护服等；	10001397	服装；防护服；防护服；下身防护服；
2010203	应急装备及配套物资；个人防护装备；躯体防护装备；放射性防护服；包括核辐射防护服、辐射屏蔽背心、X射线防护服等；	10001398	服装；防护服；防护服；上身防护服；
2010204	应急装备及配套物资；个人防护装备；躯体防护装备；阻燃防护服；包括阻燃内衣、阻燃毛衣、阻燃马甲、阻燃围裙等；	10001394	服装；防护服；防护服；全身防护服；
2010204	应急装备及配套物资；个人防护装备；躯体防护装备；阻燃防护服；包括阻燃内衣、阻燃毛衣、阻燃马甲、阻燃围裙等；	10001397	服装；防护服；防护服；下身防护服；
2010204	应急装备及配套物资；个人防护装备；躯体防护装备；阻燃防护服；包括阻燃内衣、阻燃毛衣、阻燃马甲、阻燃围裙等；	10001398	服装；防护服；防护服；上身防护服；
2010205	应急装备及配套物资；个人防护装备；躯体防护装备；热防护服；包括换热冷却服、灭火防护服、隔热服、避火服、降温马甲；	10001394	服装；防护服；防护服；全身防护服；
2010205	应急装备及配套物资；个人防护装备；躯体防护装备；热防护服；包括换热冷却服、灭火防护服、隔热服、避火服、降温马甲；	10001397	服装；防护服；防护服；下身防护服；
2010205	应急装备及配套物资；个人防护装备；躯体防护装备；热防护服；包括换热冷却服、灭火防护服、隔热服、避火服、降温马甲；	10001398	服装；防护服；防护服；上身防护服；
2010206	应急装备及配套物资；个人防护装备；躯体防护装备；防爆服；包括排爆工具马甲；	10001394	服装；防护服；防护服；全身防护服；
2010207	应急装备及配套物资；个人防护装备；躯体防护装备；防静电服；包括防静电内衣；	10001394	服装；防护服；防护服；全身防护服；
2010208	应急装备及配套物资；个人防护装备；躯体防护装备；警用防暴服；	10001394	服装；防护服；防护服；全身防护服；
2010209	应急装备及配套物资；个人防护装备；躯体防护装备；带电作业防护服；包括电绝缘服、带电作业屏蔽服、防电弧服等；	10001394	服装；防护服；防护服；全身防护服；
2010210	应急装备及配套物资；个人防护装备；躯体防护装备；潜水服；包括干式、湿式、潜水水暖服、冷水/热水潜水服、成套潜水装具；	10001853	运动设备；运动设备；游泳、冲浪和潜水运动设备；游泳、冲浪、潜水运动设备组合转；
2010211	应急装备及配套物资；个人防护装备；躯体防护装备；防水服；以防水橡胶涂覆织物为面料防御水透过和漏入；	10001394	服装；防护服；防护服；全身防护服；
2010212	应急装备及配套物资；个人防护装备；躯体防护装备；防寒服；包括保暖马甲；	10001394	服装；防护服；防护服；全身防护服；
2010213	应急装备及配套物资；个人防护装备；躯体防护装备；医用防护服；包括一次性防护服；	10001394	服装；防护服；防护服；全身防护服；
2010214	应急装备及配套物资；个人防护装备；躯体防护装备；抢险救援服；	10001394	服装；防护服；防护服；全身防护服；
2010215	应急装备及配套物资；个人防护装备；躯体防护装备；关节防护护具；包括腰部、手腕、膝盖、肘部、胫部、肩部护具；	10007933	服装；防护服；防护服；护膝垫；
2010301	应急装备及配套物资；个人防护装备；头部防护装备；安全帽；包括矿用安全帽、绝缘安全帽、近电报警安全帽等；	10005111	服装；防护服；防护服；安全帽或防护帽；
2010302	应急装备及配套物资；个人防护装备；头部防护装备；防护头盔；包括抢险救援头盔、防化头盔、消防头盔、警用防爆(暴)头盔等；	10005110	服装；防护服；防护服；头盔-非动力；
2010302	应急装备及配套物资；个人防护装备；头部防护装备；防护头盔；包括抢险救援头盔、防化头盔、消防头盔、警用防爆(暴)头盔等；	10005109	服装；防护服；防护服；头盔-动力；
2010303	应急装备及配套物资；个人防护装备；头部防护装备；防寒帽；	10005111	服装；防护服；防护服；安全帽或防护帽；
2010304	应急装备及配套物资；个人防护装备；头部防护装备；兜帽/头罩类；包括阻燃头套、火灾逃生头套、医用头套、防砂帽、防灾兜帽、一次性帽子、液密防化兜帽、核污染防护服通风头罩等；	10005111	服装；防护服；防护服；安全帽或防护帽；
2010401	应急装备及配套物资；个人防护装备；眼面部防护装备；护目镜；包括防水、防冲击、防放射性、防腐蚀液、防激光类；	10003586	服装；防护服；防护服；安全眼镜或护目镜；
2010402	应急装备及配套物资；个人防护装备；眼面部防护装备；防护面罩；包括焊接面罩；	10005112	服装；防护服；防护服；面罩或保护装置；
2010501	应急装备及配套物资；个人防护装备；耳部防护装备；护耳套；包括可丢弃/可重复使用/成型/预成型/头带式/通用型；	10005108	服装；防护服；防护服；听力保护用品-非动力；
2010501	应急装备及配套物资；个人防护装备；耳部防护装备；护耳套；包括可丢弃/可重复使用/成型/预成型/头带式/通用型；	10005107	服装；防护服；防护服；听力保护用品-动力；
2010502	应急装备及配套物资；个人防护装备；耳部防护装备；耳罩；包括头带式/脑后式/颈顶式/通用型；	10005108	服装；防护服；防护服；听力保护用品-非动力；
2010502	应急装备及配套物资；个人防护装备；耳部防护装备；耳罩；包括头带式/脑后式/颈顶式/通用型；	10005107	服装；防护服；防护服；听力保护用品-动力；
2010601	应急装备及配套物资；个人防护装备；手部防护装备；防高温手套；包括隔热手套及套袖；	10001395	服装；防护服；防护服；防护手套；
2010602	应急装备及配套物资；个人防护装备；手部防护装备；防化手套；包括耐酸碱手套、耐油手套及套袖；	10001395	服装；防护服；防护服；防护手套；
2010603	应急装备及配套物资；个人防护装备；手部防护装备；防放射性手套；包括套袖；	10001395	服装；防护服；防护服；防护手套；
2010604	应急装备及配套物资；个人防护装备；手部防护装备；防爆手套；包括套袖；	10001395	服装；防护服；防护服；防护手套；
2010605	应急装备及配套物资；个人防护装备；手部防护装备；绝缘手套；包括高压绝缘手套、低压绝缘手套、套袖；	10001395	服装；防护服；防护服；防护手套；
2010606	应急装备及配套物资；个人防护装备；手部防护装备；潜水手套；	10001395	服装；防护服；防护服；防护手套；
2010607	应急装备及配套物资；个人防护装备；手部防护装备；防寒手套；	10001395	服装；防护服；防护服；防护手套；
2010608	应急装备及配套物资；个人防护装备；手部防护装备；焊接手套；	10001395	服装；防护服；防护服；防护手套；
2010609	应急装备及配套物资；个人防护装备；手部防护装备；防机械伤害手套；	10001395	服装；防护服；防护服；防护手套；
2010610	应急装备及配套物资；个人防护装备；手部防护装备；防昆虫手套；	10001395	服装；防护服；防护服；防护手套；
2010611	应急装备及配套物资；个人防护装备；手部防护装备；消防手套；含消防手套；	10001395	服装；防护服；防护服；防护手套；
2010701	应急装备及配套物资；个人防护装备；足部防护装备；防水靴；	10001080	鞋类；鞋类；安全或防护鞋；安全防护职业靴；
2010702	应急装备及配套物资；个人防护装备；足部防护装备；危险材料防护鞋；含防化学品鞋、防(耐)酸碱鞋、防(耐)油鞋；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010703	应急装备及配套物资；个人防护装备；足部防护装备；阻燃鞋类；含灭火防护靴、隔热靴、隔热鞋罩、护脚阻燃袜；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010704	应急装备及配套物资；个人防护装备；足部防护装备；防滑鞋；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010705	应急装备及配套物资；个人防护装备；足部防护装备；电绝缘鞋(靴)；含绝缘防护鞋、绝缘鞋套；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010705	应急装备及配套物资；个人防护装备；足部防护装备；电绝缘鞋(靴)；含绝缘防护鞋、绝缘鞋套；	10001080	鞋类；鞋类；安全或防护鞋；安全防护职业靴；
2010706	应急装备及配套物资；个人防护装备；足部防护装备；潜水鞋；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010707	应急装备及配套物资；个人防护装备；足部防护装备；防寒鞋；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010708	应急装备及配套物资；个人防护装备；足部防护装备；导电鞋；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010709	应急装备及配套物资；个人防护装备；足部防护装备；防静电鞋；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010710	应急装备及配套物资；个人防护装备；足部防护装备；防砸防刺穿鞋；含防砸脚套；	10001082	鞋类；鞋类；安全或防护鞋；安全防护职业鞋；
2010711	应急装备及配套物资；个人防护装备；足部防护装备；抢险救援靴；含消防靴；	10001080	鞋类；鞋类；安全或防护鞋；安全防护职业靴；
2010801	应急装备及配套物资；个人防护装备；坠落防护装备；安全带；包括安全腰带、安全吊带；	10005725	安全、保护和监控用品；环境安全或保护用品；天气或自然灾害安全用品；路障安全带；
2010802	应急装备及配套物资；个人防护装备；坠落防护装备；安全网；	10005630	安全和保护用品-自制；安全和保护用品-自制；集体防护辅助用品-自制；安全网、帘、栅栏；
2010803	应急装备及配套物资；个人防护装备；坠落防护装备；安全钩；	10003171	建筑产品；建筑产品；固定件、紧固件；挂钩(固定件、紧固件）；
2010804	应急装备及配套物资；个人防护装备；坠落防护装备；上升器；	10007956	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；升降机、起重机和千斤顶；
2010804	应急装备及配套物资；个人防护装备；坠落防护装备；上升器；	10003680	动力工具和设备；动力工具和设备；动力工具-起重、搬运设备；动力升降、搬运设备替换件及附件；
2010805	应急装备及配套物资；个人防护装备；坠落防护装备；抓绳器；	10003167	建筑产品；建筑产品；固定件、紧固件；绳索、链条或电缆(固定件、紧固件）；
2010806	应急装备及配套物资；个人防护装备；坠落防护装备；下降器；	10007956	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；升降机、起重机和千斤顶；
2010806	应急装备及配套物资；个人防护装备；坠落防护装备；下降器；	10003680	动力工具和设备；动力工具和设备；动力工具-起重、搬运设备；动力升降、搬运设备替换件及附件；
2010807	应急装备及配套物资；个人防护装备；坠落防护装备；安全绳；	10003167	建筑产品；建筑产品；固定件、紧固件；绳索、链条或电缆(固定件、紧固件）；
2010808	应急装备及配套物资；个人防护装备；坠落防护装备；滑轮装置；	10005679	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；滑轮和皮带驱动装置；
2010809	应急装备及配套物资；个人防护装备；坠落防护装备；便携式固定装置；	10003608	动力工具和设备；动力工具和设备；动力工具-固定式或台式；固定式动力工具替换件及附件；
2010810	应急装备及配套物资；个人防护装备；坠落防护装备；防坠系统套装；	10005418	安全、保护和监控用品；安全、保护和监控用品组合装；安全、保护和监控用品组合装；安全、保护、监控用品组合装；
2010811	应急装备及配套物资；个人防护装备；坠落防护装备；水平作业系统；钢缆张力调节器及钢缆固定套；	10003167	建筑产品；建筑产品；固定件、紧固件；绳索、链条或电缆(固定件、紧固件）；
2010812	"应急装备及配套物资；个人防护装备；坠落防护装备；爬梯保护系统套件；顶端支架,底端支架,钢缆调节器,钢缆导轨,中间钢缆支撑,电镀钢缆；"	10007019	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；梯子替换件及附件；
2010812	"应急装备及配套物资；个人防护装备；坠落防护装备；爬梯保护系统套件；顶端支架,底端支架,钢缆调节器,钢缆导轨,中间钢缆支撑,电镀钢缆；"	10003821	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；梯子；
2010812	"应急装备及配套物资；个人防护装备；坠落防护装备；爬梯保护系统套件；顶端支架,底端支架,钢缆调节器,钢缆导轨,中间钢缆支撑,电镀钢缆；"	10008025	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；梯凳；
2010900	应急装备及配套物资；个人防护装备；个人防护套件装备；	10003704	服装；防护服；防护服；防护服附件；
2010900	应急装备及配套物资；个人防护装备；个人防护套件装备；	10003705	服装；防护服；防护服；防护服组合装；
2040100	应急装备及配套物资；搜救设备；生命探测设备；；；	10005869	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；螺栓查寻器、探测器、传感器；
2040500	应急装备及配套物资；搜救设备；生命探测设备；雷达生命探测仪；	10005869	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；螺栓查寻器、探测器、传感器；
2040500	应急装备及配套物资；搜救设备；生命探测设备；光学生命探测仪；	10005869	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；螺栓查寻器、探测器、传感器；
2040500	应急装备及配套物资；搜救设备；生命探测设备；敏锐气体生命探测仪；	10005869	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；螺栓查寻器、探测器、传感器；
2060300	应急装备及配套物资；搜救设备；生命探测设备；红外热成像生命探测仪；	10005869	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；螺栓查寻器、探测器、传感器；
2060400	应急装备及配套物资；搜救设备；破拆工具；手动破拆工具；包括橇釜、撞门器、消防腰斧等；	10003499	手动工具和设备；手动工具和设备；拆除和移除工具；铁橇、撬杆；
2070500	应急装备及配套物资；搜救设备；破拆工具；手动破拆工具；包括橇釜、撞门器、消防腰斧等；	10003495	手动工具和设备；手动工具和设备；拆除和移除工具；起钉钳；
2070500	应急装备及配套物资；搜救设备；破拆工具；电动破拆工具；包括电动剪切钳、电锯、电钻、电焊机、钢筋速断器、玻璃破碎器、等离子切割器等；	10003596	动力工具和设备；动力工具和设备；动力工具-固定式或台式；瓷片、瓷砖、玻璃切割机；
2070500	应急装备及配套物资；搜救设备；破拆工具；电动破拆工具；包括电动剪切钳、电锯、电钻、电焊机、钢筋速断器、玻璃破碎器、等离子切割器等；	10003643	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；凿子（动力）；
2070600	应急装备及配套物资；搜救设备；破拆工具；电动破拆工具；包括电动剪切钳、电锯、电钻、电焊机、钢筋速断器、玻璃破碎器、等离子切割器等；	10007028	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；爆破锤；
2070600	应急装备及配套物资；搜救设备；破拆工具；电动破拆工具；包括电动剪切钳、电锯、电钻、电焊机、钢筋速断器、玻璃破碎器、等离子切割器等；	10003672	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；细节砂光机；
2070600	应急装备及配套物资；搜救设备；破拆工具；机动破拆工具；包括机动锯、机动镐、开槽机等；	10003737	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；槽刨机；
2070600	应急装备及配套物资；搜救设备；破拆工具；机动破拆工具；包括机动锯、机动镐、开槽机等；	10007035	动力工具和设备；动力工具和设备；动力工具和附件-手持便携式；开槽机（动力）；
2070600	应急装备及配套物资；搜救设备；破拆工具；液压破拆工具；包括液压剪切钳、液压万向剪切钳、液压多功能钳、液压扩张器、液压顶杆、螺母破碎器、法兰分离器等；	10003495	手动工具和设备；手动工具和设备；拆除和移除工具；起钉钳；
2080300	应急装备及配套物资；搜救设备；破拆工具；气动破拆工具；包括气动切割刀、气动镐、气动钻机、风铲、气动锯等；	10006782	手动工具和设备；手动工具和设备；气动工具；注液枪；
2090300	应急装备及配套物资；搜救设备；破拆工具；爆破器材；包括炸药、爆破药包、雷管、导火索、引爆装置、爆破筒、起爆器等；	10008052	运动设备；运动设备；运动用枪械设备；武器-手持式-手榴弹或炸药；
2090300	应急装备及配套物资；搜救设备；降落与登乘/登高设备；应急救生舱；包括充气式；	10005390	安全、保护和监控用品；环境安全或保护用品；天气或自然灾害安全用品；救生筏、救生圈、浮垫；
2100100	应急装备及配套物资；搜救设备；降落与登乘/登高设备；救援三脚架；	10003473	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；平台、脚手架；
2100100	应急装备及配套物资；搜救设备；降落与登乘/登高设备；救生缓降器；	10007956	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；升降机、起重机和千斤顶；
2100100	应急装备及配套物资；搜救设备；降落与登乘/登高设备；救生气垫；	10005390	安全、保护和监控用品；环境安全或保护用品；天气或自然灾害安全用品；救生筏、救生圈、浮垫；
2100100	应急装备及配套物资；搜救设备；降落与登乘/登高设备；火灾逃生管；	10005384	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防火逃生滑槽或梯子；
2100100	应急装备及配套物资；搜救设备；降落与登乘/登高设备；救生吊具；包括救援座椅、运载吊篮系统、提升吊索、吊带；	10000450	医疗保健；健康治疗或辅助用品；急救用品；急救产品-吊带、支架；
2161200	应急装备及配套物资；搜救设备；降落与登乘/登高设备；救援梯；包括拉伸梯、挂钩梯、折叠梯、软梯、充气滑梯及单杠梯等；	10005384	安全、保护和监控用品；环境安全或保护用品；环保阻燃或化学安全用品；防火逃生滑槽或梯子；
2161300	应急装备及配套物资；搜救设备；降落与登乘/登高设备；救援梯；包括拉伸梯、挂钩梯、折叠梯、软梯、充气滑梯及单杠梯等；	10003821	手动工具和设备；手动工具和设备；搬运、起重和攀登设备；梯子；
2161400	应急装备及配套物资；搜救设备；救捞设备；潜水减压舱；	10001848	运动设备；运动设备；游泳、冲浪和潜水运动设备；潜水设备；
2180100	"应急装备及配套物资；搜救设备；救捞设备；救生浮具类；能支持额定人员在水中漂浮,且在结构上能保持形状和性能的救生设备,包括移动救援码头、救生浮台、救援浮桥等；"	10005390	安全、保护和监控用品；环境安全或保护用品；天气或自然灾害安全用品；救生筏、救生圈、浮垫；
2180200	应急装备及配套物资；搜救设备；救捞设备；其他救捞设备；包括保温毯等；	10005472	安全、保护和监控用品；个人安全和保护用品；个人安全装置；应急救生毯、睡袋；
2180300	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；伤员鉴别标签；	10000449	医疗保健；健康治疗或辅助用品；急救用品；急救产品-附件；
2190100	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；急救背囊(箱)；	10000684	医疗保健；健康治疗或辅助用品；急救用品；急救产品组合装；
2190200	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；复苏背囊(箱)；	10000684	医疗保健；健康治疗或辅助用品；急救用品；急救产品组合装；
2190300	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；输注药供背囊；	10000456	医疗保健；健康治疗或辅助用品；给药用品；给药设备；
2030105	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；心脏除颤器；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030106	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；头部固定器；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030107	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；便携式氧气和复苏箱；	10000684	医疗保健；健康治疗或辅助用品；急救用品；急救产品组合装；
2030108	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；患者运送装备和用品；包括各种担架、固定气囊等；	10000684	医疗保健；健康治疗或辅助用品；急救用品；急救产品组合装；
2030109	应急装备及配套物资；医疗及防疫设备及常用应急药品；医疗携行急救设备；止血器和螺丝钳；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030201	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；基础外科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030202	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；微小 、精密和整形外科器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030203	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；神经手术和脊髓麻醉工具；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030204	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；眼科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030205	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；耳鼻喉科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030206	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；口腔科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030207	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；心血管和胸外科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030208	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；剖腹手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030209	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；矫形(骨科)外科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030210	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；儿科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030211	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；妇产科手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030212	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；注射穿刺器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030213	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；开颅手术器械组件；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030214	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；气管切开手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030299	应急装备及配套物资；医疗及防疫设备及常用应急药品；手术器械；其他手术器械；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030301	应急装备及配套物资；医疗及防疫设备及常用应急药品；诊断设备；普通诊察器械；	10000455	医疗保健；家用诊断用品；诊断监测器；家用诊断监测器；
2030302	应急装备及配套物资；医疗及防疫设备及常用应急药品；诊断设备；医用电子生理参数检测仪器设备；	10000843	医疗保健；家用诊断用品；诊断监测器；其他诊断监测器；
2030303	应急装备及配套物资；医疗及防疫设备及常用应急药品；诊断设备；中医仪器及设备；	10000843	医疗保健；家用诊断用品；诊断监测器；其他诊断监测器；
2030304	应急装备及配套物资；医疗及防疫设备及常用应急药品；诊断设备；医用射线防护用具及装置；	10000843	医疗保健；家用诊断用品；诊断监测器；其他诊断监测器；
2030401	应急装备及配套物资；医疗及防疫设备及常用应急药品；消毒供应设备；消毒灭菌设备及器具；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030402	应急装备及配套物资；医疗及防疫设备及常用应急药品；消毒供应设备；病房护理及通用设备；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030403	应急装备及配套物资；医疗及防疫设备及常用应急药品；消毒供应设备；低温消毒和消毒剂溶液；	10000910	医疗保健；健康治疗或辅助用品；急救用品；消毒剂、医用酒精；
2030404	应急装备及配套物资；医疗及防疫设备及常用应急药品；消毒供应设备；假肢装置及材料；	10008118	医疗保健；医疗器械；医疗器械；医疗仪器的支持附件；
2030501	应急装备及配套物资；医疗及防疫设备及常用应急药品；检验设备；采样装备；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030502	应急装备及配套物资；医疗及防疫设备及常用应急药品；检验设备；医用检验与生化分析仪器；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030503	应急装备及配套物资；医疗及防疫设备及常用应急药品；检验设备；医用低温 、冷疗设备；	10005844	医疗保健；医疗器械；医疗器械；医疗器械；
2030601	应急装备及配套物资；医疗及防疫设备及常用应急药品；防疫卫生设备及药品；喷雾器；包括手持、手提、背负式、手推式、担架式、喷杆式、风送式；	10005379	安全、保护和监控用品；个人安全和保护用品；个人安全装置；防身喷雾器；
2030606	应急装备及配套物资；医疗及防疫设备及常用应急药品；防疫卫生设备及药品；垃圾处理设备；包括垃圾箱、垃圾掩埋覆盖物品、垃圾焚烧炉等；	10002125	清洁和卫生产品；废物管理产品；废物储存产品；垃圾、废物箱；
2030606	应急装备及配套物资；医疗及防疫设备及常用应急药品；防疫卫生设备及药品；垃圾处理设备；包括垃圾箱、垃圾掩埋覆盖物品、垃圾焚烧炉等；	10003314	草坪和花园用品；草坪或花园用品；草坪或花园废弃物处理用品；户外垃圾箱；
2030608	应急装备及配套物资；医疗及防疫设备及常用应急药品；防疫卫生设备及药品；消毒及消杀药品；包括消毒剂、漂白剂；	10000910	医疗保健；健康治疗或辅助用品；急救用品；消毒剂、医用酒精；
2030608	应急装备及配套物资；医疗及防疫设备及常用应急药品；防疫卫生设备及药品；消毒及消杀药品；包括消毒剂、漂白剂；	10000441	清洁和卫生产品；清洁产品；清洁剂；消毒剂；
